Income,Tenure,FICO,Origination,Amount,Grade
55000,2 years,762,Jun-13-2019,15000,A
225003,1 year,707,Apr-22-2019,27000,D
102076,5 years,702,,12000,D
40000,10+ years,727,May-23-2019,10000,A
47000,10+ years,702,Apr-22-2019,12750,B
71000,10+ years,722,Apr-23-2019,7575,A
74000,10+ years,672,Jun-29-2019,3250,D
96000,0 years,687,Apr-13-2019,10400,B
65000,0 years,697,Jun-03-2019,15000,B
"NA",10+ years,712,Jun-11-2019,25000,C
75000,10+ years,677,Jun-26-2019,15000,D
160076,0 years,697,Apr-12-2019,24700,D
46000,4 years,762,Apr-16-2019,5300,A
111445,10+ years,752,Jun-16-2019,8000,A
80000,3 years,772,Apr-26-2019,25000,A
29800,2 years,737,May-01-2019,10000,A
87000,0 years,667,Apr-11-2019,25000,D
250075,5 years,667,Jun-21-2019,18000,C
95000,10+ years,712,Apr-21-2019,10000,D
241083,1 year,747,Apr-25-2019,16000,A
70000,10+ years,677,May-24-2019,6000,B
"NA",0 years,682,Apr-23-2019,20000,A
62000,3 years,662,"NA",3500,C
70000,10+ years,772,Apr-20-2019,6000,A
100062,3 years,712,Jun-21-2019,35000,C
115012,5 years,687,Jun-08-2019,7700,B
380072,4 years,822,May-13-2019,13000,A
76000,10+ years,672,Jun-13-2019,13000,D
,10+ years,752,May-29-2019,40000,B
75000,2 years,662,Apr-28-2019,10000,C
110074,0 years,702,May-22-2019,20000,C
80000,8 years,682,Jun-20-2019,25000,D
45000,10+ years,682,Jun-20-2019,8000,B
42000,3 years,702,May-01-2019,9000,D
85175,9 years,662,May-19-2019,1200,B
58000,10+ years,677,May-03-2019,10000,A
165056,1 year,687,Jun-22-2019,"NA",D
97000,2 years,712,Apr-17-2019,21600,D
80000,10+ years,762,May-31-2019,21000,A
60000,0 years,702,Jun-16-2019,14000,C
,10+ years,682,Jun-14-2019,6000,D
100094,10+ years,712,Jun-23-2019,27850,D
25000,1 year,697,Apr-26-2019,10200,D
61500,10+ years,722,May-09-2019,20800,A
50000,1 year,717,Apr-11-2019,6000,C
155652,1 year,687,Jun-24-2019,18000,A
55000,10+ years,687,Jun-09-2019,15000,D
110089,10+ years,"NA",May-20-2019,25000,D
100058,10+ years,662,Apr-01-2019,2800,C
218100,10+ years,757,May-17-2019,15775,A
280022,0 years,712,Apr-14-2019,29400,A
98000,1 year,692,Jun-14-2019,17400,B
102060,10+ years,737,Jun-09-2019,20400,B
60000,3 years,742,Apr-19-2019,30000,B
57000,10+ years,772,,40000,B
71000,10+ years,747,May-02-2019,10000,B
150032,1 year,"NA",Jun-19-2019,32000,B
65000,4 years,732,May-24-2019,20000,C
50000,10+ years,707,Apr-12-2019,20000,C
70000,10+ years,697,Jun-08-2019,4200,C
40000,1 year,727,Jun-17-2019,10000,A
38000,0 years,792,Apr-26-2019,14000,B
113070,3 years,772,May-31-2019,10000,A
65000,4 years,737,Jun-26-2019,5500,A
95000,0 years,727,May-10-2019,40000,A
67000,0 years,692,Apr-28-2019,30000,B
145035,10+ years,727,Jun-30-2019,21000,A
80000,10+ years,687,Jun-28-2019,30000,C
n/a,2 years,662,May-12-2019,13000,C
45000,8 years,742,Apr-21-2019,5000,A
200047,10+ years,667,May-09-2019,25000,D
52000,4 years,782,May-07-2019,7625,B
80000,6 years,677,Apr-26-2019,1500,C
72000,6 years,757,n/a,32000,A
72500,6 years,672,Apr-14-2019,15500,C
100086,10+ years,787,May-12-2019,25000,A
115027,4 years,687,Apr-08-2019,4800,A
85000,5 years,702,May-18-2019,13500,B
39709,8 years,707,Apr-26-2019,10000,A
96000,2 years,757,May-10-2019,5500,C
95000,10+ years,772,Jun-26-2019,20000,B
90000,10+ years,"NA",May-14-2019,6000,B
55000,10+ years,697,May-18-2019,13500,C
89500,6 years,727,May-27-2019,40000,B
,4 years,762,Jun-19-2019,2500,B
112048,0 years,762,May-29-2019,7500,A
45094,2 years,772,Apr-19-2019,23000,B
33000,0 years,662,May-21-2019,9600,D
115056,5 years,717,Jun-05-2019,30000,B
88000,2 years,687,Apr-10-2019,11000,B
95680,3 years,707,Jun-28-2019,12000,B
78000,4 years,692,Jun-04-2019,20000,A
25000,10+ years,667,Apr-20-2019,13000,D
70000,7 years,662,Apr-06-2019,20000,C
110001,10+ years,752,Jun-13-2019,9500,A
96000,3 years,662,Apr-01-2019,8500,B
65000,7 years,712,May-08-2019,4125,C
36250,7 years,787,May-31-2019,3100,A
65600,10+ years,667,n/a,40000,C
97000,10+ years,702,Jun-02-2019,5000,C
94000,0 years,697,Apr-07-2019,7200,B
78000,10+ years,737,Apr-07-2019,24000,A
70000,10+ years,672,Jun-21-2019,12000,D
,0 years,n/a,Jun-02-2019,40000,B
61000,9 years,672,May-11-2019,25000,C
66000,10+ years,n/a,May-22-2019,5250,D
70000,4 years,,May-26-2019,25000,A
48000,10+ years,672,Jun-02-2019,20000,D
80000,10+ years,732,Jun-05-2019,8600,A
42000,0 years,682,Apr-29-2019,5500,B
95000,10+ years,667,Apr-22-2019,12000,D
70000,10+ years,662,Apr-11-2019,10000,D
100037,5 years,672,May-21-2019,12350,B
129022,10+ years,812,Apr-07-2019,40000,B
48000,6 years,682,Jun-02-2019,15000,C
32000,6 years,737,May-19-2019,6000,C
140049,10+ years,687,Apr-06-2019,1600,B
120035,10+ years,682,Jun-01-2019,6375,C
42000,7 years,682,Jun-06-2019,,B
57500,10+ years,697,Jun-20-2019,12500,B
90000,2 years,697,May-11-2019,9000,B
180052,7 years,667,Apr-08-2019,3600,D
110084,10+ years,762,Jun-03-2019,5700,B
56000,4 years,682,Jun-28-2019,10000,A
75000,6 years,757,Apr-29-2019,4250,A
170041,0 years,757,Apr-28-2019,21275,B
69000,10+ years,692,Jun-07-2019,12000,D
51600,1 year,667,Jun-14-2019,3500,D
111027,8 years,822,Apr-18-2019,39550,A
108028,10+ years,677,Jun-09-2019,35000,D
60000,2 years,712,Apr-28-2019,20000,B
73000,2 years,677,Jun-12-2019,13000,C
106020,10+ years,687,May-10-2019,2400,B
50000,10+ years,817,May-13-2019,5600,A
n/a,10+ years,707,Jun-19-2019,22000,A
48000,6 years,687,Apr-11-2019,15000,D
450037,10+ years,682,Apr-27-2019,27800,B
48000,4 years,667,Jun-23-2019,14000,C
60000,2 years,692,Jun-21-2019,4000,A
85000,4 years,682,Jun-10-2019,11200,D
108011,0 years,782,Apr-19-2019,22000,A
67000,6 years,702,Apr-26-2019,21275,C
278099,0 years,702,Jun-01-2019,22000,C
180037,10+ years,797,May-05-2019,10000,B
92000,10+ years,697,Jun-12-2019,15000,A
n/a,10+ years,677,Jun-25-2019,"NA",C
110586,8 years,757,Apr-18-2019,10000,A
88000,2 years,702,Jun-14-2019,10000,C
78000,3 years,747,May-17-2019,30000,A
115002,10+ years,,Apr-12-2019,7000,A
220096,1 year,687,Jun-10-2019,36000,C
91088,10+ years,707,May-30-2019,4000,C
40000,3 years,777,May-06-2019,1000,A
175032,2 years,702,Jun-12-2019,13075,A
34000,1 year,702,May-14-2019,5000,C
43000,7 years,712,May-15-2019,5225,A
95000,8 years,707,Jun-12-2019,16000,D
63996,7 years,717,Jun-17-2019,4500,C
64000,10+ years,712,Jun-25-2019,15000,C
96000,7 years,702,May-23-2019,5500,D
115074,6 years,737,Jun-16-2019,2000,A
115034,3 years,722,May-20-2019,35000,B
72000,9 years,702,Jun-23-2019,7200,D
70000,10+ years,677,Jun-05-2019,8000,C
98000,1 year,702,May-13-2019,30000,D
225016,7 years,732,Apr-04-2019,25000,B
80000,0 years,717,Apr-23-2019,24000,D
72000,10+ years,687,Jun-26-2019,7200,B
45000,3 years,757,May-24-2019,25000,A
34602,2 years,717,May-16-2019,7800,B
365021,2 years,672,Jun-24-2019,9600,C
85000,2 years,702,Jun-24-2019,5000,C
100049,10+ years,n/a,Apr-02-2019,1400,B
83000,10+ years,702,Jun-01-2019,10500,B
87000,1 year,752,Jun-30-2019,24000,C
28000,10+ years,717,Jun-27-2019,22000,C
68000,10+ years,677,Jun-04-2019,8000,B
85000,1 year,737,Apr-01-2019,20000,A
150019,10+ years,662,Apr-22-2019,32000,C
94500,8 years,697,n/a,28000,C
95000,6 years,677,May-05-2019,1500,D
75000,10+ years,712,Jun-24-2019,16000,D
65360,10+ years,677,May-27-2019,9000,B
117279,0 years,692,Jun-23-2019,10000,B
41000,10+ years,n/a,Apr-21-2019,10000,B
55000,0 years,732,Apr-17-2019,15500,B
68000,10+ years,747,May-22-2019,9000,A
25000,1 year,697,Jun-19-2019,7000,D
200092,4 years,767,Jun-03-2019,21000,A
35000,8 years,687,Jun-18-2019,25200,B
135031,10+ years,752,Jun-06-2019,21275,B
40000,4 years,717,May-23-2019,10000,C
85000,7 years,662,Jun-06-2019,1000,C
120031,0 years,747,May-08-2019,40000,A
95000,5 years,717,Jun-11-2019,16000,C
25000,10+ years,692,Apr-28-2019,10000,C
70000,3 years,727,Apr-26-2019,15000,A
81910,10+ years,767,Jun-05-2019,8000,A
30000,9 years,742,May-24-2019,2000,A
70000,10+ years,707,n/a,14000,B
109303,10+ years,717,Apr-26-2019,8800,A
70000,8 years,797,Apr-07-2019,7200,A
130030,1 year,712,May-08-2019,12000,A
35064,8 years,707,May-15-2019,15000,D
200042,5 years,777,May-08-2019,35000,A
150056,7 years,717,Jun-02-2019,10400,A
167486,3 years,747,Apr-09-2019,22000,B
52000,4 years,677,Apr-16-2019,3000,A
80000,7 years,667,Jun-19-2019,10000,A
60000,10+ years,787,Apr-12-2019,6000,B
61080,4 years,717,Jun-11-2019,15000,B
93000,0 years,792,"NA",8900,A
65000,5 years,722,Jun-25-2019,4000,B
215070,1 year,712,Apr-12-2019,21600,B
42300,6 years,732,May-18-2019,5000,A
41533,10+ years,722,May-24-2019,9000,A
80000,6 years,687,Jun-18-2019,25000,D
115047,4 years,682,May-05-2019,15000,C
75000,1 year,697,Apr-15-2019,6025,D
33000,1 year,697,May-12-2019,,B
46000,4 years,672,Apr-29-2019,10800,D
,10+ years,697,Apr-08-2019,12800,D
60000,0 years,687,Apr-12-2019,15000,C
110096,0 years,677,Apr-24-2019,30000,D
70000,8 years,682,May-31-2019,5000,C
56000,2 years,677,Apr-11-2019,3600,D
224097,7 years,702,Jun-17-2019,40000,B
55000,10+ years,682,Apr-21-2019,12000,D
27000,8 years,717,Jun-19-2019,30000,B
55000,0 years,747,Apr-22-2019,35000,C
145039,10+ years,677,May-23-2019,25000,D
35000,7 years,727,May-26-2019,12750,D
240029,3 years,777,Apr-19-2019,40000,A
110011,4 years,722,Apr-13-2019,9100,A
70000,5 years,707,May-27-2019,23000,C
37400,2 years,712,,6250,D
"NA",5 years,682,May-03-2019,22000,D
180011,3 years,707,Jun-25-2019,4000,A
n/a,3 years,692,Apr-21-2019,30000,C
106027,0 years,717,Apr-24-2019,35000,B
40000,10+ years,707,May-21-2019,16000,D
80000,2 years,737,Apr-02-2019,21000,C
115092,2 years,n/a,Apr-11-2019,10000,C
70000,4 years,687,May-23-2019,28000,C
64000,10+ years,807,May-14-2019,6300,A
165071,0 years,677,Jun-11-2019,24000,B
125090,4 years,687,Apr-15-2019,3000,C
53773,10+ years,722,Apr-30-2019,5500,D
82000,10+ years,697,Apr-03-2019,8500,B
35000,0 years,712,Jun-20-2019,15000,C
75000,5 years,762,Jun-20-2019,24000,B
120018,5 years,717,Apr-12-2019,20000,A
n/a,10+ years,747,Apr-11-2019,29100,B
20800,1 year,717,Jun-14-2019,15000,D
151085,7 years,757,Apr-05-2019,15000,A
86000,3 years,727,Jun-06-2019,4000,A
75000,10+ years,682,Apr-10-2019,10625,C
110010,10+ years,827,Jun-08-2019,10000,A
70000,10+ years,682,Jun-03-2019,26100,C
30240,4 years,667,May-21-2019,5000,A
110021,0 years,,Jun-26-2019,9550,B
64000,10+ years,722,Apr-09-2019,8000,B
84000,6 years,682,May-13-2019,5000,A
50000,1 year,687,Apr-04-2019,2500,D
92000,10+ years,697,Jun-18-2019,25000,D
50000,0 years,692,May-31-2019,12000,C
35657,4 years,677,Apr-19-2019,n/a,B
78000,7 years,702,Apr-09-2019,4000,B
36000,4 years,737,Apr-30-2019,2150,C
66000,0 years,712,Apr-06-2019,25000,D
95000,0 years,677,Jun-25-2019,15500,A
45000,2 years,752,Jun-25-2019,7000,A
58000,10+ years,717,May-03-2019,9400,A
150000,10+ years,692,Apr-07-2019,25000,B
97000,10+ years,"NA",Apr-28-2019,5000,B
141007,10+ years,747,May-13-2019,15500,C
100095,10+ years,687,May-06-2019,35000,B
46000,10+ years,667,Jun-14-2019,4000,C
90000,6 years,662,Jun-22-2019,22000,C
82000,10+ years,692,May-31-2019,18000,D
160018,1 year,727,May-20-2019,12625,A
135041,10+ years,717,May-27-2019,40000,A
160040,1 year,757,Apr-29-2019,21000,B
57000,8 years,722,,14400,C
70000,5 years,702,Jun-11-2019,16000,C
38000,3 years,692,Apr-25-2019,5500,D
29120,4 years,672,Jun-06-2019,10500,C
56000,3 years,717,Apr-02-2019,13000,B
106015,10+ years,737,Jun-18-2019,36500,B
43000,4 years,702,Jun-24-2019,37000,D
80000,10+ years,692,May-18-2019,4500,B
100031,10+ years,707,Apr-07-2019,35000,B
31200,8 years,672,Apr-18-2019,4550,C
63500,1 year,702,Jun-14-2019,14000,A
34000,10+ years,787,May-20-2019,3000,B
31000,2 years,802,n/a,1000,B
45000,10+ years,707,May-05-2019,10000,A
90000,2 years,692,May-11-2019,14400,B
70000,9 years,702,May-15-2019,15000,C
15000,0 years,762,Apr-23-2019,5500,B
83000,8 years,"NA",Jun-20-2019,37575,A
75000,4 years,707,Apr-29-2019,5000,A
45000,6 years,662,Apr-19-2019,15000,D
87000,4 years,702,May-11-2019,,A
115096,8 years,732,Apr-06-2019,35000,C
7000,5 years,772,May-04-2019,4800,A
81000,2 years,762,May-05-2019,14000,A
96150,10+ years,812,Jun-14-2019,18000,A
120012,10+ years,752,Apr-27-2019,15000,C
100014,10+ years,727,May-27-2019,26000,D
120048,10+ years,732,May-04-2019,10000,A
92004,10+ years,722,May-09-2019,"NA",A
115033,7 years,697,Jun-23-2019,40000,B
178012,1 year,697,Apr-10-2019,17000,A
17000,0 years,702,Apr-15-2019,16000,C
194234,10+ years,707,May-20-2019,14675,D
170031,7 years,782,Apr-27-2019,30000,A
190023,10+ years,722,Apr-07-2019,11200,B
220048,10+ years,722,May-10-2019,10625,B
119089,10+ years,677,May-10-2019,13125,C
62400,3 years,667,Apr-22-2019,8800,D
28800,2 years,762,Jun-18-2019,1000,A
115010,3 years,717,Apr-27-2019,16000,B
55000,0 years,727,May-17-2019,3200,A
n/a,0 years,767,Jun-22-2019,8400,B
n/a,7 years,692,Jun-22-2019,16000,C
95000,3 years,777,Jun-09-2019,40000,A
55000,6 years,732,May-31-2019,3700,B
94085,3 years,712,May-27-2019,12000,D
43000,10+ years,697,"NA",13000,D
135062,2 years,747,May-24-2019,10100,A
42000,2 years,662,May-20-2019,2000,C
30500,1 year,732,Jun-20-2019,10000,C
52700,4 years,682,Apr-02-2019,1800,A
63400,5 years,702,Apr-10-2019,16000,C
36000,1 year,667,Jun-27-2019,23400,C
65000,10+ years,687,Apr-03-2019,,B
50000,4 years,737,Jun-30-2019,10000,C
95000,5 years,787,Apr-20-2019,14000,B
62000,1 year,782,May-25-2019,3500,A
76367,10+ years,682,Apr-09-2019,12000,C
45000,1 year,707,Apr-21-2019,35000,C
42547,0 years,732,Apr-22-2019,3950,B
28800,1 year,712,Apr-03-2019,10000,B
70000,5 years,672,Apr-11-2019,10000,C
75000,7 years,812,Jun-21-2019,30000,A
130066,10+ years,782,May-29-2019,6000,A
72400,7 years,672,Jun-10-2019,6000,C
90000,4 years,732,Apr-24-2019,21275,C
77173,6 years,727,Jun-15-2019,16000,B
"NA",10+ years,717,Jun-16-2019,40000,A
120013,10+ years,687,Jun-22-2019,5000,D
90000,1 year,662,n/a,4800,C
54000,1 year,,May-01-2019,17000,B
80000,10+ years,662,Apr-22-2019,24000,C
20000,0 years,757,Apr-02-2019,2400,A
54000,7 years,692,Jun-20-2019,2000,C
65000,10+ years,702,Jun-07-2019,31200,C
28000,0 years,717,Apr-04-2019,24000,D
90000,10+ years,697,Apr-14-2019,23150,C
300063,8 years,722,Apr-04-2019,9450,A
45000,5 years,707,Jun-28-2019,6000,B
84072,2 years,692,Apr-26-2019,31200,B
109509,1 year,767,Apr-30-2019,12625,B
60000,10+ years,707,Apr-21-2019,10500,C
32000,4 years,757,May-17-2019,1000,D
167014,2 years,742,Jun-06-2019,10000,B
64000,10+ years,692,Jun-26-2019,3000,C
45000,1 year,732,May-25-2019,3000,A
120074,2 years,757,Apr-11-2019,23600,C
400041,10+ years,677,May-23-2019,17500,D
70000,0 years,n/a,May-06-2019,2100,A
43597,10+ years,717,Apr-04-2019,10000,B
75000,6 years,692,Jun-12-2019,10625,C
120002,8 years,727,Apr-29-2019,2000,B
103096,10+ years,682,May-03-2019,8000,B
49500,9 years,697,May-25-2019,2000,D
59279,10+ years,707,May-05-2019,19000,A
94000,3 years,662,Apr-23-2019,12000,B
72000,8 years,742,Jun-10-2019,9000,A
132000,10+ years,682,Apr-25-2019,12000,C
47000,10+ years,682,May-12-2019,17000,D
100062,4 years,687,Jun-24-2019,35000,D
70680,5 years,767,Jun-22-2019,24000,B
80000,10+ years,682,May-24-2019,3500,B
96338,5 years,848,Apr-11-2019,18800,C
72000,1 year,687,Apr-23-2019,10000,D
90000,2 years,732,May-30-2019,20000,B
125047,3 years,717,Jun-26-2019,10000,C
175047,0 years,727,Apr-12-2019,21350,C
65000,9 years,772,Jun-20-2019,31575,B
87000,2 years,662,"NA",24000,B
105045,2 years,662,Jun-02-2019,13000,C
80000,10+ years,682,May-05-2019,20000,B
90000,3 years,712,Apr-17-2019,24000,D
72000,2 years,667,May-05-2019,10000,D
44616,3 years,687,Jun-24-2019,23400,C
90000,2 years,707,May-11-2019,8000,A
165006,10+ years,752,Apr-10-2019,20000,A
52000,10+ years,792,May-29-2019,26000,B
85000,4 years,712,,15000,A
20000,3 years,702,May-03-2019,34025,C
70500,7 years,677,Apr-10-2019,30000,D
58800,10+ years,687,May-12-2019,10625,B
n/a,10+ years,822,May-03-2019,10000,A
90000,10+ years,"NA",Jun-12-2019,1500,D
54000,7 years,757,May-21-2019,5400,B
180082,1 year,772,May-27-2019,3200,B
40000,3 years,682,Apr-06-2019,24000,C
74000,10+ years,687,Apr-22-2019,30000,C
125027,10+ years,727,,17000,B
122050,10+ years,677,Apr-24-2019,24000,B
70000,1 year,n/a,Apr-20-2019,17150,B
62000,0 years,667,Jun-24-2019,6000,A
65000,10+ years,717,Apr-02-2019,10000,B
168007,5 years,687,Apr-25-2019,10000,C
50000,3 years,667,Jun-26-2019,1000,B
30500,10+ years,767,Apr-06-2019,9000,A
84000,2 years,737,Apr-28-2019,32100,B
102812,1 year,682,Jun-14-2019,21275,B
70000,5 years,692,Apr-24-2019,12000,B
64000,3 years,717,May-19-2019,33000,B
90000,0 years,732,Jun-06-2019,25000,A
43000,2 years,707,Apr-10-2019,24000,A
140021,4 years,682,Jun-10-2019,19000,A
72000,8 years,732,Apr-24-2019,,D
55000,6 years,687,May-12-2019,20000,D
95000,10+ years,"NA",May-24-2019,15000,A
129720,10+ years,662,Apr-09-2019,24000,B
70000,7 years,n/a,May-31-2019,7000,A
185082,0 years,792,Jun-09-2019,7000,A
40000,10+ years,727,Jun-01-2019,1000,B
80000,5 years,722,May-20-2019,14000,A
100036,1 year,767,May-19-2019,13675,B
76000,6 years,702,Apr-29-2019,n/a,B
55000,0 years,667,Apr-15-2019,6500,C
85000,10+ years,697,Jun-27-2019,40000,A
30000,10+ years,722,Jun-17-2019,21775,D
65000,2 years,767,Apr-16-2019,5000,A
110089,8 years,712,May-28-2019,38400,B
66000,8 years,767,Apr-01-2019,25200,B
91000,3 years,702,Jun-17-2019,2000,C
105026,2 years,687,May-01-2019,35000,D
65000,10+ years,672,Jun-24-2019,12000,B
80000,4 years,732,Jun-02-2019,13000,B
121050,2 years,692,Jun-11-2019,8000,B
70000,9 years,692,May-04-2019,4550,B
45500,8 years,682,Jun-22-2019,25000,D
85000,10+ years,742,Apr-02-2019,12600,B
35000,2 years,667,Jun-26-2019,10000,D
240053,6 years,677,May-24-2019,30000,B
45000,7 years,782,May-24-2019,6500,A
n/a,1 year,687,Apr-02-2019,10000,B
117026,10+ years,712,Jun-15-2019,19200,A
53000,2 years,732,Jun-13-2019,10000,D
100037,2 years,747,Jun-11-2019,6000,B
34000,2 years,672,Jun-07-2019,6375,B
108021,4 years,702,May-11-2019,30850,D
100074,2 years,777,Jun-07-2019,24000,B
114011,7 years,682,Jun-12-2019,36000,B
92000,0 years,672,Jun-01-2019,10625,C
n/a,4 years,,Jun-16-2019,35000,C
46000,0 years,792,May-16-2019,8500,A
70000,1 year,707,Apr-30-2019,6000,B
69000,3 years,772,Apr-08-2019,6400,A
95000,5 years,662,May-05-2019,12000,C
110025,6 years,687,Jun-07-2019,8000,A
192031,10+ years,722,Jun-02-2019,30000,B
70000,1 year,677,May-22-2019,14550,C
94000,9 years,697,May-03-2019,6500,D
90000,2 years,712,May-26-2019,12000,A
85000,2 years,747,n/a,30000,A
185027,2 years,662,May-21-2019,32000,D
42000,10+ years,n/a,May-05-2019,12000,B
78000,10+ years,682,Jun-27-2019,21000,C
72000,0 years,687,Jun-18-2019,6000,C
68000,8 years,677,Jun-05-2019,25000,C
63000,10+ years,727,May-04-2019,4800,A
80000,0 years,712,May-04-2019,4000,C
25310,0 years,682,Jun-10-2019,8400,C
100066,5 years,682,May-23-2019,33000,C
108032,8 years,,Apr-02-2019,40000,A
51000,4 years,687,May-19-2019,8500,A
52872,5 years,717,Apr-23-2019,4200,C
100100,7 years,677,May-27-2019,10000,B
89000,2 years,762,Jun-25-2019,7000,A
85106,5 years,672,Apr-15-2019,17000,B
110040,0 years,712,Apr-25-2019,2200,C
37000,10+ years,722,Apr-29-2019,10000,C
57500,2 years,757,Jun-02-2019,12000,A
157065,1 year,692,May-31-2019,8000,B
86000,2 years,667,Apr-03-2019,24000,D
32200,6 years,667,May-17-2019,2075,B
75000,0 years,692,Apr-25-2019,3400,D
110079,4 years,757,Apr-28-2019,21000,A
26000,8 years,672,Apr-27-2019,6500,B
30000,10+ years,717,Apr-08-2019,15000,C
1200096,10+ years,712,May-19-2019,3825,A
45000,4 years,677,Apr-22-2019,8400,C
115023,3 years,727,Jun-07-2019,30000,B
80000,10+ years,712,Apr-09-2019,23000,B
37000,7 years,667,May-28-2019,6025,D
"NA",10+ years,792,Apr-03-2019,40000,B
82500,10+ years,787,May-26-2019,8000,A
85000,10+ years,797,Jun-10-2019,6000,A
52500,10+ years,667,Jun-01-2019,8000,D
130056,10+ years,667,"NA",19200,D
102090,10+ years,672,May-29-2019,13500,B
93000,4 years,722,Apr-11-2019,6000,B
100149,10+ years,667,May-04-2019,20000,C
55000,0 years,697,Apr-23-2019,18500,D
40000,10+ years,707,Apr-09-2019,6000,A
57317,9 years,n/a,May-16-2019,12000,D
37000,3 years,702,Apr-25-2019,2400,B
25300,8 years,752,Jun-07-2019,1300,C
160023,9 years,712,May-29-2019,3000,C
36000,10+ years,,,32000,B
54000,0 years,667,Apr-17-2019,5500,C
75000,10+ years,757,Apr-19-2019,25000,B
50936,4 years,752,May-11-2019,5000,A
140033,10+ years,697,Apr-25-2019,10000,C
38140,3 years,712,Jun-06-2019,1000,C
40000,10+ years,712,Jun-18-2019,16050,D
115006,2 years,712,Apr-09-2019,40000,B
107082,2 years,707,Jun-05-2019,25000,A
145579,10+ years,722,May-17-2019,3000,C
105013,10+ years,712,May-18-2019,9500,A
60000,1 year,672,May-10-2019,,A
110066,8 years,812,Jun-24-2019,n/a,A
155003,0 years,717,Jun-08-2019,24000,B
40000,0 years,712,Jun-18-2019,25000,C
139003,2 years,697,Apr-07-2019,30000,B
114052,0 years,777,May-10-2019,32400,C
75000,10+ years,682,Apr-17-2019,12000,C
90000,0 years,712,May-05-2019,27000,C
78000,4 years,697,Jun-12-2019,12000,C
113041,2 years,682,Jun-13-2019,26000,D
70000,6 years,747,May-05-2019,30000,C
89700,10+ years,677,Apr-08-2019,15000,D
48000,3 years,677,Jun-05-2019,10000,C
134066,2 years,667,Apr-08-2019,15000,D
28000,10+ years,762,Apr-10-2019,25000,B
74000,10+ years,682,Jun-05-2019,6000,B
106187,8 years,762,May-29-2019,6000,A
150072,2 years,742,Apr-14-2019,3200,A
122024,8 years,662,May-16-2019,24000,D
55000,7 years,667,Apr-12-2019,16075,D
62000,10+ years,687,May-30-2019,"NA",C
80088,10+ years,672,Apr-05-2019,15000,C
43000,6 years,677,Apr-07-2019,13000,A
20996,2 years,"NA",,6550,C
47975,10+ years,687,Apr-12-2019,10000,A
42000,1 year,707,Apr-08-2019,2400,D
112081,10+ years,692,Apr-25-2019,21275,A
40000,7 years,727,May-31-2019,2000,C
70703,10+ years,682,Apr-26-2019,15600,C
38192,10+ years,707,May-15-2019,5000,C
52000,10+ years,687,Apr-04-2019,6225,D
41000,2 years,682,May-22-2019,3025,D
139002,10+ years,712,Jun-12-2019,24000,A
72000,3 years,747,May-21-2019,19200,B
120026,10+ years,662,Apr-10-2019,10800,D
138124,10+ years,732,Apr-03-2019,"NA",B
126086,1 year,787,Jun-17-2019,40000,B
90000,10+ years,682,Apr-07-2019,5000,D
47000,7 years,662,Jun-01-2019,11000,D
34000,3 years,707,May-21-2019,12000,C
67196.94,10+ years,802,May-23-2019,14000,A
80000,10+ years,742,Apr-20-2019,30000,B
92000,9 years,697,May-25-2019,30000,C
27000,3 years,747,May-17-2019,3000,B
37000,10+ years,682,Jun-13-2019,1200,C
41733,1 year,692,Jun-14-2019,10000,B
85000,4 years,697,May-06-2019,20000,D
58000,5 years,,May-02-2019,6000,A
61000,6 years,737,May-28-2019,16000,B
120688,10+ years,742,Apr-27-2019,40000,A
120085,10+ years,687,May-01-2019,8000,C
50000,3 years,677,Apr-22-2019,6000,C
35872,5 years,672,Jun-04-2019,7000,D
125064,0 years,707,Jun-27-2019,28000,D
76900,2 years,747,May-17-2019,40000,B
70000,2 years,772,Jun-28-2019,20000,B
82500,10+ years,742,Apr-10-2019,7700,A
125005,10+ years,692,May-29-2019,10000,B
48000,10+ years,737,Jun-06-2019,2500,B
125074,7 years,702,Apr-22-2019,6000,C
,2 years,722,May-07-2019,10000,C
48688,2 years,667,n/a,14800,C
65000,10+ years,682,Jun-15-2019,10000,A
80000,5 years,777,Apr-28-2019,5000,A
120063,10+ years,712,May-06-2019,,C
n/a,10+ years,722,Apr-22-2019,7500,A
90000,4 years,672,Jun-26-2019,20000,B
52000,6 years,777,May-26-2019,3000,A
60000,0 years,682,May-22-2019,10000,C
105065,4 years,672,Jun-26-2019,25500,B
44000,4 years,722,Apr-27-2019,12000,C
144794,10+ years,682,Apr-18-2019,30000,D
72000,10+ years,662,Jun-16-2019,30000,C
"NA",9 years,682,Apr-01-2019,1800,A
117097,3 years,677,Jun-24-2019,6000,D
34000,3 years,702,Apr-12-2019,10000,C
98000,1 year,682,Apr-01-2019,5000,B
97723,10+ years,727,Apr-12-2019,17700,B
46800,9 years,807,Apr-18-2019,31200,B
50000,2 years,752,Apr-04-2019,19500,A
56222,2 years,677,May-08-2019,11000,C
78000,10+ years,777,Apr-03-2019,40000,B
44000,3 years,"NA",Jun-27-2019,11000,C
80000,10+ years,667,n/a,20000,C
132770,7 years,727,Apr-22-2019,36000,B
"NA",2 years,727,Apr-15-2019,17000,D
95000,10+ years,682,Apr-19-2019,35000,C
62000,3 years,677,Jun-09-2019,15000,C
120056,10+ years,772,Jun-30-2019,28000,A
,9 years,677,Jun-10-2019,25000,D
80000,10+ years,757,May-17-2019,4800,A
105030,4 years,692,Apr-30-2019,3200,C
